Session_ID,Customer_ID,Visit_Date,Age,Gender,City,Customer_Type,Previous_Purchases,Device,Traffic_Source,Session_Duration_Min,Pages_Viewed,Products_Viewed,Product_Category,Item_Purchased,Product_Price_INR,Added_to_Cart,Cart_Value_INR,Discount_Offered,Discount_Percent,Discount_Used,Purchased,Purchase_Amount_INR,Payment_Method,Delivery_Type,Review_Rating,Customer_Satisfaction
SES505441,CUST10756,2026-04-16 00:00:00,45,MALE,Bangalore,Returning,11,Desktop,Instagram,18.8,6,4,Beauty,Face Wash,3010,Yes,2562,Yes,30,No,Yes,4128,UPI,Express,4.1,5
SES502813,CUST11947,2025-09-26 00:00:00,42,MALE,Bangalore,Returning,9,Mobile,Referral,5.9,5,6,Books,Fiction Book,1386,Yes,1768,No,0,No,No,0,Debit Card,Express,,
SES500347,CUST10897,2025-09-10 00:00:00,57,FEMALE,Mumbai,Returning,11,Mobile,Facebook,9.1,5,1,Home & Kitchen,Storage Box,8540,Yes,16288,Yes,10,No,Yes,18396,Credit Card,Same Day,3.8,3.5
SES505889,CUST11140,2025-05-15 00:00:00,21,FEMALE,Ahmedabad,New,0,Desktop,YouTube,8.7,12,3,Fashion,Jacket,2166,Yes,3081,Yes,10,Yes,Yes,2317,Debit Card,Standard,2.9,3.8
SES504920,CUST10791,2026-03-06 00:00:00,21,MALE,Pune,Returning,4,Desktop,Email,9.4,7,3,Electronics,Bluetooth Speaker,25804,No,0,Yes,15,No,No,0,Credit Card,Standard,,
SES502771,CUST11694,2025-07-07 00:00:00,37,MALE,Jaipur,Returning,10,Mobile,Direct,7.8,9,4,Sports,Dumbbells,5890,Yes,6913,Yes,10,Yes,Yes,9584,Credit Card,Same Day,5,4.3
SES502945,CUST10026,2026-06-12 00:00:00,40,FEMALE,Hyderabad,Returning,13,Mobile,Instagram,7.8,3,3,Home & Kitchen,Bedsheet,4431,No,0,No,0,No,Yes,9097,Cash on Delivery,Standard,4.3,4.2
SES502330,CUST11090,2026-04-19 00:00:00,18,FEMALE,Chennai,New,0,Mobile,Google,5.6,7,2,Books,Self Help Book,775,Yes,1805,No,0,No,Yes,1484,UPI,Standard,4.9,4.4
SES503050,CUST10105,2025-01-26 00:00:00,29,MALE,Bangalore,Returning,2,Mobile,Facebook,13.4,6,4,Books,Self Help Book,395,Yes,418,Yes,15,No,Yes,842,UPI,Standard,3.5,4.4
SES503867,CUST10871,2026-03-05 00:00:00,31,FEMALE,Chennai,Returning,15,Mobile,Google,3,6,4,Fashion,Jeans,4940,No,0,Yes,15,Yes,Yes,8996,UPI,Express,3.9,3.1
SES504938,CUST11216,2026-01-29 00:00:00,18,FEMALE,Bangalore,New,0,Mobile,Instagram,8,8,2,Electronics,Wireless Earbuds,5535,No,0,No,0,No,No,0,UPI,Standard,,
SES505842,CUST10869,2025-09-10 00:00:00,32,FEMALE,Pune,New,0,Mobile,Instagram,8.5,10,6,Fashion,Sneakers,1880,No,0,No,0,No,No,0,UPI,Standard,,
SES500809,CUST10993,2026-05-17 00:00:00,38,FEMALE,Pune,New,1,Mobile,Email,9.6,8,4,Sports,Yoga Mat,11572,No,0,No,0,No,No,0,Debit Card,Standard,,
SES502949,CUST11007,2025-02-13 00:00:00,18,FEMALE,Delhi,Returning,12,Mobile,Facebook,3.8,5,5,Sports,Running Shoes,7966,No,0,Yes,10,Yes,Yes,12127,Credit Card,Standard,3.9,4.6
SES502304,CUST11388,2025-10-27 00:00:00,42,FEMALE,Mumbai,Returning,2,Mobile,YouTube,8.4,5,7,Fashion,Jeans,1196,Yes,2443,Yes,5,Yes,No,0,Cash on Delivery,Express,,
SES504482,CUST10243,2025-05-21 00:00:00,40,MALE,Pune,New,0,Mobile,Instagram,7.5,4,1,Sports,Football,7545,Yes,6433,No,0,No,No,0,UPI,Standard,,
SES501739,CUST10058,2025-11-25 00:00:00,31,MALE,Delhi,Returning,8,Mobile,Instagram,3,9,5,Books,Self Help Book,921,No,0,No,0,No,No,0,UPI,Standard,,
SES500178,CUST11370,2025-08-28 00:00:00,18,MALE,Bangalore,New,0,Mobile,Referral,22.2,6,3,Books,Fiction Book,1768,Yes,1692,Yes,25,No,Yes,1875,Credit Card,Express,4.7,3.9
SES500409,CUST10978,2026-06-16 00:00:00,25,MALE,Mumbai,Returning,8,Mobile,Email,8.5,8,3,Fashion,T-Shirt,1731,Yes,1817,Yes,20,No,No,0,UPI,Standard,,
SES500711,CUST11976,2025-10-15 00:00:00,37,MALE,Mumbai,New,0,Mobile,Email,1.9,9,1,Beauty,Face Wash,998,No,0,No,0,No,No,0,Cash on Delivery,Standard,,
SES501102,CUST11501,2025-08-18 00:00:00,36,MALE,Pune,Returning,6,Desktop,Instagram,4.2,7,7,Books,Academic Book,868,No,0,Yes,15,Yes,No,0,Cash on Delivery,Standard,,
SES503985,CUST10628,2026-03-04 00:00:00,33,MALE,Bangalore,New,0,Tablet,Referral,12.3,6,5,Fashion,T-Shirt,3277,Yes,5592,No,0,No,Yes,6268,UPI,Standard,5,2.6
SES502906,CUST11698,2025-10-24 00:00:00,26,MALE,Jaipur,Returning,6,Desktop,Google,11.9,9,6,Books,Biography,437,Yes,528,Yes,10,Yes,Yes,529,UPI,Express,3.4,2.8
SES505524,CUST11799,2025-03-07 00:00:00,22,MALE,Hyderabad,Returning,13,Mobile,YouTube,8.3,7,1,Fashion,Jeans,6361,No,0,Yes,15,Yes,No,0,UPI,Standard,,
SES501226,CUST11138,2025-06-08 00:00:00,22,FEMALE,Pune,Returning,6,Desktop,Google,11.8,6,3,Books,Self Help Book,847,Yes,2017,No,0,No,No,0,UPI,Same Day,,
SES503379,CUST11778,2025-01-24 00:00:00,39,MALE,Jaipur,Returning,8,Mobile,Google,1.8,8,3,Home & Kitchen,Cookware Set,14774,No,0,No,0,No,No,0,Cash on Delivery,Standard,,
SES503170,CUST11938,2025-09-24 00:00:00,26,MALE,Hyderabad,New,1,Desktop,Google,4.4,8,6,Books,Academic Book,2392,Yes,5453,Yes,5,Yes,Yes,4281,UPI,Express,3,3.8
SES504626,CUST12081,2025-05-14 00:00:00,34,MALE,Hyderabad,New,0,Desktop,Google,16.6,9,4,Home & Kitchen,Bedsheet,2156,Yes,3250,Yes,15,Yes,Yes,1735,UPI,Standard,3.9,4.5
SES504270,CUST10461,2025-07-29 00:00:00,25,FEMALE,Bangalore,New,0,Tablet,Direct,12.3,7,3,Beauty,Face Wash,4928,No,0,Yes,30,Yes,No,0,Credit Card,Standard,,
SES503376,CUST12136,2026-04-16 00:00:00,20,MALE,Pune,New,0,Mobile,Direct,14.8,3,4,Electronics,Smart Watch,28538,Yes,42769,Yes,20,Yes,No,0,UPI,Standard,,
SES503920,CUST10817,2026-01-23 00:00:00,33,FEMALE,Mumbai,New,1,Desktop,Instagram,8.2,8,3,Home & Kitchen,Storage Box,3117,No,0,Yes,15,No,No,0,Debit Card,Express,,
SES502241,CUST10447,2025-01-06 00:00:00,35,MALE,Lucknow,New,0,Desktop,Google,11.8,11,4,Fashion,Jeans,2464,No,0,No,0,No,No,0,UPI,Standard,,
SES505426,CUST10378,2026-01-26 00:00:00,37,MALE,Delhi,Returning,11,Mobile,Referral,5.9,6,4,Sports,Running Shoes,4846,No,0,No,0,No,No,0,Debit Card,Same Day,,
SES500157,CUST11154,2026-01-25 00:00:00,44,MALE,Pune,New,0,Mobile,Google,8.7,7,3,Fashion,T-Shirt,2005,Yes,2566,No,0,No,Yes,2838,UPI,Standard,3.6,4.8
SES505811,CUST12043,2026-02-02 00:00:00,38,MALE,Bangalore,Returning,6,Mobile,Referral,7.4,7,4,Electronics,Smart Watch,31679,Yes,39119,Yes,10,No,Yes,68805,Credit Card,Standard,3.5,4.4
SES505488,CUST12188,2025-07-06 00:00:00,27,FEMALE,Mumbai,New,0,Desktop,YouTube,9.1,8,6,Electronics,Wireless Earbuds,26567,Yes,29120,Yes,20,Yes,Yes,51381,UPI,Same Day,3.2,4.7
SES500880,CUST10937,2025-12-31 00:00:00,35,FEMALE,Hyderabad,New,0,Desktop,Email,4.9,10,5,Fashion,Sneakers,6935,Yes,6718,No,0,No,No,0,Net Banking,Standard,,
SES503971,CUST11711,2025-09-26 00:00:00,30,FEMALE,Bangalore,Returning,4,Mobile,Instagram,11,10,3,Sports,Dumbbells,11820,Yes,15972,No,0,No,Yes,11694,CREDIT CARD,Standard,5,3.7
SES500032,CUST10647,2026-06-30 00:00:00,42,MALE,Bangalore,Returning,7,Mobile,YouTube,9.1,8,3,Fashion,Sneakers,492,No,0,No,0,No,No,0,UPI,Standard,,
SES500566,CUST11461,2025-10-15 00:00:00,26,MALE,Kolkata,Returning,13,Desktop,Direct,2.3,8,2,Beauty,Face Wash,3089,No,0,Yes,25,No,No,0,Credit Card,Express,,
SES502025,CUST10362,2025-11-21 00:00:00,31,FEMALE,Ahmedabad,New,1,Tablet,Facebook,7.7,6,3,Electronics,Power Bank,3508,Yes,4987,No,0,No,No,0,Net Banking,Express,,
SES502459,CUST11491,2026-02-16 00:00:00,26,MALE,Chennai,Returning,8,Mobile,Facebook,14,6,7,Fashion,Jeans,6475,Yes,5697,No,0,No,Yes,6099,UPI,Standard,4.7,4.1
SES501966,CUST11883,2026-06-17 00:00:00,28,FEMALE,Bangalore,New,0,Mobile,YouTube,4.6,8,3,Fashion,Jeans,3494,No,0,No,0,No,No,0,UPI,Standard,,
SES504527,CUST10046,2026-01-11 00:00:00,22,MALE,Hyderabad,Returning,3,Mobile,Facebook,19.4,10,4,Home & Kitchen,Table Lamp,4482,Yes,8238,No,0,No,Yes,8815,Credit Card,Express,3.1,5
SES500978,CUST10707,2026-06-09 00:00:00,18,FEMALE,Ahmedabad,Returning,7,Mobile,Google,9.1,5,4,Books,Business Book,276,No,0,No,0,No,No,0,Credit Card,Standard,,
SES502381,CUST11660,2025-02-15 00:00:00,31,MALE,Kolkata,New,0,Mobile,Google,2.1,9,1,Fashion,Jeans,811,No,0,No,0,No,No,0,UPI,Express,,
SES501336,CUST10520,2025-06-27 00:00:00,49,FEMALE,Chennai,New,0,Mobile,Direct,9.8,9,5,Home & Kitchen,Cookware Set,11815,Yes,10379,Yes,10,Yes,No,0,Wallet,Standard,,
SES502938,CUST10980,2026-06-21 00:00:00,24,MALE,Mumbai,New,0,Desktop,Referral,10.4,4,4,Beauty,Face Wash,1982,Yes,4115,No,0,No,Yes,2696,Credit Card,Express,4.2,4.9
SES501439,CUST11928,2025-09-30 00:00:00,37,MALE,Jaipur,Returning,9,Desktop,Direct,6.5,8,4,Electronics,Power Bank,16047,No,0,No,0,No,No,0,Debit Card,Standard,,
SES501618,CUST12010,2026-05-09 00:00:00,29,FEMALE,Bangalore,Returning,12,Desktop,Instagram,7.3,7,2,Fashion,Jacket,5330,Yes,12648,Yes,5,No,No,0,Cash on Delivery,Same Day,,
SES505863,CUST10171,2025-07-19 00:00:00,26,MALE,Delhi,New,0,Desktop,Email,12.7,13,4,Beauty,Moisturizer,1271,Yes,2543,No,0,No,Yes,2791,UPI,Standard,3.8,2.2
SES505382,CUST11681,2026-06-27 00:00:00,38,FEMALE,Bangalore,Returning,2,Desktop,Facebook,6.9,8,5,Beauty,Perfume,800,Yes,1404,No,0,No,Yes,899,cash on delivery,Standard,4.2,3.3
SES501351,CUST10521,2025-05-29 00:00:00,19,FEMALE,Kolkata,New,0,Mobile,Email,11.6,6,3,Books,Biography,1535,No,0,Yes,25,No,No,0,Debit Card,Standard,,
SES502324,CUST10896,2025-03-10 00:00:00,30,MALE,Pune,New,1,Mobile,Instagram,3.2,3,2,Electronics,Bluetooth Speaker,18327,No,0,No,0,No,No,0,UPI,Standard,,
SES503902,CUST10733,2025-11-18 00:00:00,40,FEMALE,Ahmedabad,New,0,Mobile,Direct,3.5,4,3,Electronics,Wireless Earbuds,6110,Yes,14821,No,0,No,No,0,UPI,Standard,,
SES502804,CUST11800,2025-07-27 00:00:00,50,MALE,Pune,New,0,Mobile,YouTube,6.7,10,2,Fashion,T-Shirt,6980,Yes,10388,Yes,10,No,No,0,UPI,Standard,,
SES503419,CUST11309,2025-10-09 00:00:00,29,MALE,Bangalore,Returning,10,Desktop,Instagram,3.7,7,1,Sports,Football,8373,Yes,17031,Yes,30,Unknown,No,0,Debit Card,Standard,,
SES502733,CUST12049,2025-01-21 00:00:00,40,MALE,Ahmedabad,Returning,9,Mobile,Google,3.8,7,4,Sports,Cricket Bat,6127,Yes,10905,Yes,25,Yes,Yes,5155,Wallet,Standard,3.9,4.8
SES505963,CUST10492,2025-02-03 00:00:00,31,MALE,Delhi,Returning,15,Mobile,Referral,13.9,8,6,Sports,Cricket Bat,8316,No,0,Yes,20,Yes,Yes,16056,UPI,Express,4.3,3.2
SES504457,CUST10641,2026-01-06 00:00:00,50,MALE,Ahmedabad,Returning,15,Mobile,Referral,6.7,12,3,Home & Kitchen,Table Lamp,10056,No,0,Yes,10,No,No,0,Cash on Delivery,Express,,
SES505651,CUST11468,2025-10-18 00:00:00,32,MALE,Pune,Returning,10,Mobile,Direct,10.8,15,1,Electronics,Headphones,18594,Yes,44229,Yes,30,Yes,No,0,Net Banking,Standard,,
SES504201,CUST10606,2025-09-02 00:00:00,36,MALE,Pune,New,0,Mobile,Instagram,4,7,2,Electronics,Smart Watch,15108,Yes,14602,Yes,30,No,No,0,cash on delivery,Same Day,,
SES505203,CUST10546,2026-01-20 00:00:00,24,FEMALE,Bangalore,New,0,Mobile,Google,4.5,5,2,Fashion,Jeans,6093,No,0,Yes,15,Yes,No,0,cash on delivery,Standard,,
SES503571,CUST12109,2026-01-29 00:00:00,35,MALE,Pune,New,1,Desktop,Google,6.1,7,2,Books,Fiction Book,974,No,0,Yes,10,Yes,No,0,Debit Card,Same Day,,
SES502500,CUST11518,2025-12-27 00:00:00,19,MALE,Mumbai,Returning,5,Mobile,Google,5.2,6,4,Electronics,Wireless Earbuds,30106,No,0,Yes,10,Yes,Yes,26057,Credit Card,Standard,4.4,3.1
SES500081,CUST12089,2025-05-26 00:00:00,55,MALE,Lucknow,Returning,10,Mobile,Direct,9.2,6,5,Electronics,Smart Watch,22446,Yes,28763,No,0,No,No,0,Credit Card,Express,,
SES505267,CUST10157,2025-11-27 00:00:00,23,FEMALE,Delhi,New,1,Tablet,Email,13.7,8,6,Books,Biography,1039,No,0,No,0,No,No,0,Debit Card,Express,,
SES505778,CUST11979,2026-06-09 00:00:00,45,MALE,Kolkata,New,0,Tablet,Direct,12.3,2,4,Electronics,Wireless Earbuds,16651,No,0,Yes,15,Yes,No,0,Cash on Delivery,Express,,
SES501195,CUST12031,2025-08-18 00:00:00,32,MALE,Bangalore,Returning,13,Desktop,Email,8.9,7,5,Home & Kitchen,Cookware Set,10947,No,0,Yes,10,No,Yes,16023,Credit Card,Standard,4.3,3.5
SES501210,CUST11561,2025-05-22 00:00:00,32,FEMALE,Bangalore,New,0,Mobile,Facebook,6,10,5,Fashion,Kurta,1317,No,0,Yes,10,Yes,No,0,Credit Card,Express,,
SES501489,CUST10375,2026-04-13 00:00:00,36,MALE,Kolkata,New,0,Mobile,Unknown,11.2,8,2,Electronics,Power Bank,33154,No,0,Yes,20,Yes,No,0,UPI,Standard,,
SES501023,CUST10455,2025-08-29 00:00:00,21,MALE,Hyderabad,Returning,2,Desktop,Email,11.2,7,2,Fashion,Jacket,1922,No,0,Yes,20,Yes,No,0,Net Banking,Same Day,,
SES502432,CUST10659,2025-06-30 00:00:00,39,MALE,Mumbai,Returning,10,Mobile,Google,9.5,4,5,Beauty,Face Wash,3386,No,0,Yes,15,No,No,0,UPI,Express,,
SES500788,CUST11856,2026-04-09 00:00:00,40,MALE,Chennai,New,0,Mobile,YouTube,16.5,8,6,Beauty,Face Wash,856,No,0,No,0,No,No,0,UPI,Express,,
SES500536,CUST10256,2026-01-24 00:00:00,35,FEMALE,Delhi,New,0,Mobile,Facebook,17,8,3,Electronics,Bluetooth Speaker,24690,No,0,Yes,25,No,No,0,UPI,Express,,
SES502583,CUST11592,2026-05-20 00:00:00,32,FEMALE,Pune,Returning,5,Desktop,Email,3.5,10,5,Beauty,Face Wash,3626,No,0,No,0,No,No,0,UPI,Standard,,
SES501221,CUST10037,2026-03-17 00:00:00,34,FEMALE,Mumbai,New,0,Desktop,Google,3,5,4,Beauty,Shampoo,4484,No,0,Yes,25,Yes,No,0,cash on delivery,Same Day,,
SES504119,CUST11957,2025-06-25 00:00:00,34,MALE,Jaipur,New,0,Desktop,Facebook,8.4,5,1,Sports,Cricket Bat,9320,No,0,Yes,15,Yes,Yes,13286,Debit Card,Express,4.5,4.2
SES504672,CUST11655,2025-09-01 00:00:00,38,MALE,Mumbai,Returning,15,Mobile,Direct,3,4,4,Beauty,Moisturizer,2241,Yes,3618,Yes,20,No,Yes,3508,Credit Card,Express,4.4,2.8
SES500264,CUST10700,2026-02-14 00:00:00,32,MALE,Mumbai,New,0,Mobile,Facebook,4.5,15,4,Fashion,T-Shirt,1386,Yes,3460,Yes,10,Yes,No,0,Net Banking,Standard,,
SES504309,CUST12183,2026-03-16 00:00:00,36,FEMALE,Jaipur,Returning,11,Mobile,Facebook,9.6,8,6,Fashion,Kurta,3986,Yes,9082,Yes,20,Yes,Yes,7450,UPI,Standard,5,3.9
SES500158,CUST11077,2026-06-04 00:00:00,24,FEMALE,Delhi,New,0,Mobile,Google,8.8,8,5,Home & Kitchen,Storage Box,3385,No,0,No,0,No,No,0,Debit Card,Standard,,
SES503106,CUST11839,2026-01-21 00:00:00,23,FEMALE,Bangalore,Returning,14,Tablet,Instagram,3.7,6,7,Books,Biography,959,Yes,1999,Yes,10,Yes,No,0,Wallet,Standard,,
SES502472,CUST10701,2026-02-26 00:00:00,36,MALE,Lucknow,New,1,Tablet,Email,5.7,8,2,Electronics,Smart Watch,24516,No,0,No,0,No,No,0,Debit Card,Standard,,
SES501770,CUST11767,2026-03-23 00:00:00,22,FEMALE,Ahmedabad,New,0,Mobile,Direct,15.4,6,2,Home & Kitchen,Bedsheet,8899,Yes,11813,Yes,15,Yes,Yes,15625,Debit Card,Express,4.4,3.3
SES501043,CUST10758,2025-11-21 00:00:00,35,MALE,Mumbai,New,0,Mobile,Facebook,23.7,4,6,Electronics,Smart Watch,32148,No,0,Yes,5,No,No,0,Debit Card,Standard,,
SES505757,CUST12157,2026-06-27 00:00:00,28,FEMALE,Mumbai,New,0,Mobile,Referral,13,5,1,Beauty,Shampoo,1255,No,0,No,0,No,No,0,Wallet,Standard,,
SES505973,CUST10689,2025-07-18 00:00:00,42,FEMALE,Jaipur,Returning,13,Mobile,Direct,13.6,6,6,Sports,Running Shoes,4873,No,0,No,0,No,No,0,Debit Card,Same Day,,
SES501877,CUST10510,2025-04-09 00:00:00,18,MALE,Delhi,Returning,6,Mobile,Google,10.9,7,1,Sports,Cricket Bat,3051,Yes,3273,Yes,10,No,Yes,5627,cash on delivery,Standard,3.6,3.6
SES504541,CUST11658,2026-04-07 00:00:00,29,MALE,Chennai,Returning,15,Desktop,Email,9.4,6,1,Fashion,Jeans,6647,Yes,8962,No,0,No,No,0,Credit Card,Standard,,
SES501303,CUST10570,2026-03-24 00:00:00,18,MALE,Delhi,Returning,11,Mobile,Direct,5.3,7,4,Books,Self Help Book,1365,Yes,2445,No,0,No,Yes,2285,UPI,Standard,4.1,4.6
SES504093,CUST10754,2025-09-20 00:00:00,18,MALE,Jaipur,Returning,4,Desktop,Facebook,20.6,7,4,Books,Fiction Book,1492,Yes,2735,Yes,10,No,No,0,UPI,Standard,,
SES502553,CUST11381,2026-05-26 00:00:00,29,FEMALE,Mumbai,New,0,Tablet,Google,15.5,6,3,Fashion,Jeans,4777,Yes,11441,No,0,No,No,0,UPI,Standard,,
SES502919,CUST10457,2025-08-08 00:00:00,35,FEMALE,Delhi,New,0,Desktop,Instagram,21.3,9,5,Books,Academic Book,2132,Yes,2319,No,0,No,No,0,Cash on Delivery,Standard,,
SES501345,CUST11560,2026-06-12 00:00:00,37,FEMALE,Mumbai,Returning,15,Mobile,Google,18.6,4,2,Home & Kitchen,Bedsheet,9548,Yes,21956,Yes,5,Yes,Yes,8524,Credit Card,Express,2,4
SES501673,CUST11196,2026-04-07 00:00:00,48,FEMALE,Bangalore,New,0,Desktop,Referral,2.5,10,2,Sports,Running Shoes,1175,Yes,1171,No,0,No,No,0,UPI,Express,,
SES504310,CUST10580,2026-04-14 00:00:00,53,MALE,Bangalore,New,0,Mobile,Direct,10.5,10,2,Sports,Yoga Mat,10646,No,0,No,0,No,No,0,Net Banking,Standard,,
SES504175,CUST12198,2025-09-21 00:00:00,18,MALE,Bangalore,Returning,6,Mobile,Facebook,17.9,4,4,Home & Kitchen,Cookware Set,12510,No,0,Yes,10,No,Yes,27314,Credit Card,Express,4.9,3.9
SES501472,CUST11798,2025-06-30 00:00:00,28,MALE,Mumbai,Returning,12,Desktop,Direct,12.8,6,3,Electronics,Bluetooth Speaker,16489,No,0,No,0,No,No,0,Cash on Delivery,Standard,,
SES505770,CUST11106,2025-10-29 00:00:00,21,MALE,Delhi,Returning,8,Desktop,Email,17.6,8,3,Sports,Football,6786,No,0,No,0,No,Yes,6384,Credit Card,Standard,4.5,4.1
SES504138,CUST10171,2025-04-22 00:00:00,22,MALE,Mumbai,New,0,Mobile,Instagram,23.2,6,5,Electronics,Headphones,10766,Yes,13329,No,0,No,Yes,18165,Credit Card,Express,3.7,4.9
SES504853,CUST12020,2025-02-18 00:00:00,23,FEMALE,Kolkata,Returning,8,Mobile,Google,3.6,5,1,Fashion,Jeans,1329,No,0,Yes,25,Yes,No,0,UPI,Express,,
SES501962,CUST10370,2025-11-25 00:00:00,34,MALE,Mumbai,Returning,3,Tablet,Direct,7.8,2,8,Electronics,Power Bank,15849,No,0,Yes,20,No,No,0,upi,Express,,
SES503131,CUST10977,2025-04-03 00:00:00,35,FEMALE,Kolkata,New,0,Mobile,YouTube,13.1,10,5,Books,Business Book,2247,Yes,3018,Yes,5,No,Yes,4552,Credit Card,Standard,3.2,3.6
SES501730,CUST11094,2025-02-13 00:00:00,27,FEMALE,Delhi,New,0,Mobile,YouTube,9.9,6,3,Beauty,Moisturizer,3082,No,0,No,0,No,Yes,2740,UPI,Express,3.6,2.9
SES501913,CUST10425,2026-05-25 00:00:00,23,MALE,Delhi,New,1,Desktop,Direct,12.9,8,6,Beauty,Shampoo,2312,Yes,3587,No,0,No,No,0,Credit Card,Express,,
SES505405,CUST11136,2026-03-16 00:00:00,33,FEMALE,Jaipur,Returning,11,Mobile,Google,2.9,6,1,Fashion,Sneakers,3309,No,0,Yes,5,Yes,Yes,3012,Cash on Delivery,Standard,3.8,3.8
SES501222,CUST11712,2025-11-28 00:00:00,58,FEMALE,Delhi,Returning,3,Desktop,Email,4.5,6,4,Books,Biography,1224,No,0,No,0,No,Yes,1743,Cash on Delivery,Standard,4.4,4.2
SES502706,CUST10116,2026-01-02 00:00:00,42,FEMALE,Mumbai,New,0,Desktop,Google,15.1,8,5,Sports,Yoga Mat,4083,No,0,Yes,10,Yes,No,0,Debit Card,Express,,
SES504598,CUST11870,2026-05-23 00:00:00,41,UNKNOWN,Delhi,New,0,Desktop,Referral,5.7,7,5,Beauty,Lipstick,340,No,0,Yes,30,No,No,0,Wallet,Standard,,
SES505575,CUST12052,2025-10-13 00:00:00,26,FEMALE,Mumbai,New,0,Mobile,Google,8.8,6,3,Books,Academic Book,340,Yes,571,Yes,20,Yes,Yes,367,Net Banking,Standard,3.3,4.9
SES500473,CUST11882,2025-11-29 00:00:00,58,FEMALE,Mumbai,New,0,Tablet,Referral,2.3,12,5,Home & Kitchen,Table Lamp,5070,No,0,Yes,15,Yes,No,0,Cash on Delivery,Express,,
SES505358,CUST11411,2026-03-25 00:00:00,39,MALE,Pune,New,0,Mobile,Facebook,21.2,7,7,Books,Biography,634,Yes,837,Yes,25,Yes,Yes,535,Credit Card,Standard,4.7,5
SES503784,CUST11527,2025-02-09 00:00:00,19,FEMALE,Mumbai,Returning,10,Tablet,Instagram,6.5,6,2,Books,Business Book,1426,No,0,Yes,15,Yes,No,0,UPI,Express,,
SES502999,CUST10619,2026-01-12 00:00:00,59,MALE,Delhi,Returning,2,Mobile,YouTube,10.3,9,3,Home & Kitchen,Storage Box,1010,Yes,1848,No,0,No,No,0,UPI,Standard,,
SES503495,CUST10659,2025-08-11 00:00:00,24,MALE,Mumbai,Returning,5,Desktop,Email,14.5,8,3,Electronics,Bluetooth Speaker,5290,No,0,No,0,No,No,0,UPI,Standard,,
SES501771,CUST10800,2025-09-15 00:00:00,35,FEMALE,Ahmedabad,Returning,12,Mobile,Google,1.2,7,3,Home & Kitchen,Coffee Maker,5099,No,0,Yes,20,Yes,No,0,Cash on Delivery,Express,,
SES502289,CUST11530,2025-02-21 00:00:00,18,FEMALE,Mumbai,Returning,11,Desktop,Facebook,5.7,8,4,Books,Business Book,294,No,0,No,0,No,No,0,Credit Card,Standard,,
SES502376,CUST11968,2025-02-15 00:00:00,28,MALE,Pune,New,0,Mobile,Referral,1.5,9,6,Sports,Cricket Bat,10607,No,0,Yes,15,No,No,0,Debit Card,Standard,,
SES501672,CUST11409,2026-03-14 00:00:00,21,MALE,Ahmedabad,Returning,10,Mobile,Google,7.1,8,3,Home & Kitchen,Storage Box,2981,No,0,Yes,5,Yes,No,0,Debit Card,Same Day,,
SES504811,CUST10813,2025-08-16 00:00:00,29,MALE,Ahmedabad,New,0,Desktop,Email,6.9,3,4,Electronics,Headphones,15675,No,0,Yes,20,Yes,No,0,Cash on Delivery,Express,,
SES501927,CUST12149,2026-05-26 00:00:00,39,MALE,Pune,Returning,15,Tablet,Facebook,8.4,7,6,Beauty,Face Wash,3153,No,0,Yes,20,Yes,Yes,3069,UPI,Standard,3.5,4.8
SES505501,CUST11283,2025-12-25 00:00:00,41,FEMALE,Delhi,New,0,Mobile,Unknown,8.2,5,2,Home & Kitchen,Table Lamp,13873,No,0,No,0,No,No,0,Cash on Delivery,Same Day,,
SES505248,CUST11342,2026-03-29 00:00:00,37,MALE,Chennai,Returning,13,Mobile,YouTube,6.8,8,4,Fashion,Jeans,4105,Yes,4229,Yes,15,No,Yes,4390,Credit Card,Express,2.9,4.6
SES501109,CUST11183,2025-01-17 00:00:00,20,FEMALE,Delhi,Returning,11,Mobile,Google,17.1,7,2,Electronics,Wireless Earbuds,17651,No,0,Yes,10,No,No,0,Cash on Delivery,Standard,,
SES500402,CUST11517,2026-03-25 00:00:00,41,FEMALE,Delhi,Returning,13,Mobile,YouTube,4.2,8,5,Electronics,Power Bank,13226,No,0,No,0,No,No,0,Wallet,Standard,,
SES501670,CUST11799,2026-03-12 00:00:00,28,MALE,Bangalore,Returning,11,Mobile,Direct,12.4,3,4,Electronics,Smart Watch,1570,Yes,2801,Yes,10,Yes,Yes,1729,Cash on Delivery,Standard,4,4.5
SES504843,CUST11379,2025-12-23 00:00:00,32,MALE,Bangalore,New,0,Mobile,Google,2.5,7,4,Books,Academic Book,737,No,0,Yes,25,No,No,0,UPI,Express,,
SES500051,CUST11580,2025-05-11 00:00:00,24,MALE,Delhi,Returning,13,Mobile,Facebook,7.6,7,5,Electronics,Wireless Earbuds,20496,No,0,No,0,No,No,0,Credit Card,Standard,,
SES505297,CUST11854,2025-08-13 00:00:00,36,FEMALE,Jaipur,Returning,10,Mobile,Direct,5.7,3,3,Beauty,Shampoo,1156,No,0,No,0,No,No,0,Credit Card,Standard,,
SES500927,CUST11395,2025-02-03 00:00:00,45,FEMALE,Jaipur,New,0,Mobile,Direct,4.3,7,3,Fashion,T-Shirt,5294,No,0,Yes,10,Yes,No,0,Credit Card,Same Day,,
